Class,First Deployment Date,Platform Agent Type,Relative Depth,data_agent_recovery,data_agent_rt,data_product_list,deploy_date,depth_port_max,depth_port_min,depth_subsite,id,instrument_agent_rt,instrument_class,instrument_model,instrument_model1,instrument_series,instrument_subseries,latitude,longitude,makemodel,ready_for_2013
PHSEN,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,40m below sea surface,TRUE,TRUE,"[""ABSTHRM_L0"", ""PH434SI_L0"", ""PH578SI_L0"", ""PHWATER_L1""]",2020-01-01 00:00:00,40,40,5200,GA03FLMA-RI001-02-PHSENF999,FALSE,PHSEN,PHSENF,PHSEN,F,01,-42.5073,-42.8905,SAMI-pH,
CTDMO,2014-06,Shore CyberPoP - Open Ocean Glider Dock Server,180m below sea surface,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,180,180,2800,GI03FLMA-RI001-11-CTDMOG999,FALSE,CTDMO,CTDMOG,CTDMO,G,01,60.4582,-38.4407,SBE 37IM,
PARAD,,,Sea surface to near seafloor or <= 1000m,TRUE,TRUE,"[""OPTPARW_L0"", ""OPTPARW_L1""]",2013-11-22 00:00:00,1000,0,,CP05MOAS-GL001-05-PARADM999,FALSE,PARAD,PARADM,PARAD,M,01,,,QSP-2155,
FLORD,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,Sea surface to 1000m,TRUE,TRUE,"[""CHLAFLO_L0"", ""CHLAFLO_L1"", ""FLUBSCT_L0"", ""FLUBSCT_L1""]",2020-01-01 00:00:00,1000,0,,GS05MOAS-GL001-01-FLORDM999,FALSE,FLORD,FLORDM,FLORD,M,01,,,ECO Triplet,
DOSTA,2013-10,Shore CyberPoP - Coastal Glider Dock Server,Sea surface to near seafloor or <= 1000m,TRUE,TRUE,"[""DOCONCS_L0"", ""DOCONCS_L2""]",2013-10-25 00:00:00,1000,0,,CE05MOAS-GL004-04-DOSTAM999,FALSE,DOSTA,DOSTAM,DOSTA,M,01,,,Optode 4831,
FLORT,2014-05,Shore CyberPoP - Coastal Mooring Server,Sea surface to 2m above bottom,TRUE,TRUE,"[""CDOMFLO_L0"", ""CDOMFLO_L1"", ""CHLAFLO_L0"", ""CHLAFLO_L1"", ""FLUBSCT_L0"", ""FLUBSCT_L1""]",2020-01-01 00:00:00,23,0,25,CE06ISSP-SP001-08-FLORT0999,FALSE,FLORT,FLORT0,FLORT,0,01,47,-124.162,,
VEL3D,2013-08,Shore CyberPoP - Regional Observatory Management System,Bottom,FALSE,FALSE,"[""VELPTTU_L0"", ""VELPTTU_L1""]",2013-07-16 00:00:00,2654,2654,2654,RS03AXBS-MJ03A-06-VEL3DB301,TRUE,VEL3D,VEL3DB,VEL3D,B,01,46.10815,-129.61816,MAVS-4,
PRESF,2014-05,InSitu CyberPoP - Surface Mooring Platform Controller,2m above bottom,TRUE,FALSE,"[""SFLPRES_L1""]",2020-01-01 00:00:00,78,78,80,CE07SHSM-MF005-01-PRESFB999,TRUE,PRESF,PRESFB,PRESF,B,01,47,-124.27,SBE 26plus,
VELPT,2015-01,Shore CyberPoP - Global Mooring Server,15m below sea surface,TRUE,FALSE,"[""VELPTMN_L1""]",2020-01-01 00:00:00,15,15,5200,GA01SUMO-RI002-05-VELPTA999,TRUE,VELPT,VELPTA,VELPT,A,01,-42.9906,-42.5104,Aquadopp 300m,
DOFST,2013-09,Shore CyberPoP - Coastal Mooring Server,15m below sea surface to near bottom,TRUE,TRUE,"[""DOCONCF_L2""]",2013-11-22 00:00:00,450,15,520,CP04OSPM-WF001-02-DOFSTK999,FALSE,DOFST,DOFSTK,DOFST,K,01,39.91666667,-70.79166667,SBE 43F,
NUTNR,2014-05,Shore CyberPoP - Coastal Mooring Server,5m below sea surface,TRUE,TRUE,"[""NITROPT_L1""]",2020-01-01 00:00:00,5,5,25,CE06ISSM-RI003-04-NUTNRB999,FALSE,NUTNR,NUTNRB,NUTNR,B,01,47,-124.162,ISUS,
CTDMO,2015-01,Shore CyberPoP - Global Mooring Server,500m below sea surface,TRUE,FALSE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,500,500,5200,GA01SUMO-RI003-11-CTDMOQ999,TRUE,CTDMO,CTDMOQ,CTDMO,Q,01,-42.9906,-42.5104,SBE 37IM,
FLORT,2015-01,Shore CyberPoP - Global Mooring Server,15m below sea surface,TRUE,FALSE,"[""CDOMFLO_L0"", ""CDOMFLO_L1"", ""CHLAFLO_L0"", ""CHLAFLO_L1"", ""FLUBSCT_L0"", ""FLUBSCT_L1""]",2020-01-01 00:00:00,15,15,5200,GA01SUMO-RI002-04-FLORTD999,TRUE,FLORT,FLORTD,FLORT,D,01,-42.9906,-42.5104,ECO Triplet-w,
DOSTA,2013-08,Shore CyberPoP - Open Ocean Glider Dock Server,Sea surface to 1000m,TRUE,TRUE,"[""DOCONCS_L0"", ""DOCONCS_L2""]",2013-08-05 00:00:00,1000,0,,GP05MOAS-GL001-02-DOSTAM999,FALSE,DOSTA,DOSTAM,DOSTA,M,01,,,Optode 4831,
CTDMO,2013-08,Shore CyberPoP - Open Ocean Glider Dock Server,130m below sea surface,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2013-08-05 00:00:00,130,130,4250,GP03FLMA-RI001-10-CTDMOG999,FALSE,CTDMO,CTDMOG,CTDMO,G,01,50.4676,-144.5174,SBE 37IM,
PHSEN,2013-08,Shore CyberPoP - Open Ocean Glider Dock Server,40m below sea surface,TRUE,TRUE,"[""ABSTHRM_L0"", ""PH434SI_L0"", ""PH578SI_L0"", ""PHWATER_L1""]",2013-08-05 00:00:00,40,40,4250,GP03FLMB-RI001-02-PHSENF999,FALSE,PHSEN,PHSENF,PHSEN,F,01,50.125,-144.2097,SAMI-pH,
ADCPT,2014-05,InSitu CyberPoP - Surface Mooring Platform Controller,"Mounted at 5m, downlooking",TRUE,FALSE,"[""ECHOINT_L0"", ""ECHOINT_L1"", ""VELPROF_L0"", ""VELPROF_L1"", ""WAVSTAT_L0"", ""WAVSTAT_L2""]",2020-01-01 00:00:00,5,5,80,CE07SHSM-RI003-01-ADCPTA999,TRUE,ADCPT,ADCPTA,ADCPT,A,01,47,-124.27,WorkHorse Monitor 150khz,
CTDMO,2013-08,Shore CyberPoP - Open Ocean Glider Dock Server,30m below sea surface,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2013-08-05 00:00:00,30,30,4250,GP03FLMA-RI001-06-CTDMOG999,FALSE,CTDMO,CTDMOG,CTDMO,G,01,50.4676,-144.5174,SBE 37IM,
PCO2W,2014-05,Shore CyberPoP - Coastal Mooring Server,2m above bottom,TRUE,TRUE,"[""CO2ABS1_L0"", ""CO2ABS2_L0"", ""CO2THRM_L0"", ""PCO2WAT_L1""]",2020-01-01 00:00:00,23,23,25,CE06ISSM-MF004-04-PCO2WB999,FALSE,PCO2W,PCO2WB,PCO2W,B,01,47,-124.162,SAMI-pCO2,
CTDMO,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,30m below sea surface,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,30,30,4800,GS03FLMA-RI001-06-CTDMOG999,FALSE,CTDMO,CTDMOG,CTDMO,G,01,-54.0814,-89.6652,SBE 37IM,
FLORT,2014-09,Shore CyberPoP - Coastal Mooring Server,Sea surface to 2m above bottom,TRUE,TRUE,"[""CDOMFLO_L0"", ""CDOMFLO_L1"", ""CHLAFLO_L0"", ""CHLAFLO_L1"", ""FLUBSCT_L0"", ""FLUBSCT_L1""]",2020-01-01 00:00:00,91.5,0,130,CP03ISSP-SP001-09-FLORT0999,FALSE,FLORT,FLORT0,FLORT,0,01,40.16666667,-70.79166667,,
CTDPF,2014-05,Shore CyberPoP - Coastal Mooring Server,Sea surface to 2m above bottom,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,23,0,25,CE06ISSP-SP001-09-CTDPF0999,FALSE,CTDPF,CTDPF0,CTDPF,0,01,47,-124.162,,
CAMHD,2013-08,Shore CyberPoP - Regional Observatory Management System,,FALSE,FALSE,"[""HDVIDEO_L1""]",2013-07-16 00:00:00,,,1552,RS03ASHS-ID03A-02-CAMHDA301,TRUE,CAMHD,CAMHDA,CAMHD,A,01,45.93619,-130.01417,1Cam,
FLORD,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,Sea Surface to 150m,TRUE,TRUE,"[""CHLAFLO_L0"", ""CHLAFLO_L1"", ""FLUBSCT_L0"", ""FLUBSCT_L1""]",2020-01-01 00:00:00,150,0,5200,GA02HYPM-SP001-01-FLORD0999,FALSE,FLORD,FLORD0,FLORD,0,01,-42.9222,-42.5104,,
FLORT,2013-10,Shore CyberPoP - Coastal Mooring Server,5m below sea surface,TRUE,TRUE,"[""CDOMFLO_L0"", ""CDOMFLO_L1"", ""CHLAFLO_L0"", ""CHLAFLO_L1"", ""FLUBSCT_L0"", ""FLUBSCT_L1""]",2013-10-25 00:00:00,5,5,25,CE01ISSM-RI003-02-FLORTD999,FALSE,FLORT,FLORTD,FLORT,D,01,44.65,-124.1,ECO Triplet-w,
CTDPF,2014-08,Shore CyberPoP - Regional Observatory Management System,Near bottom to 175m below surface,FALSE,FALSE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,577,175,500,CE04OSHY-DP01B-01-CTDPFL105,TRUE,CTDPF,CTDPFL,CTDPF,L,01,44.65,-124.9,SBE 52MP,
ADCPS,2013-08,Shore CyberPoP - Regional Observatory Management System,"Mounted 2m above bottom, uplooking",FALSE,FALSE,"[""ECHOINT_L0"", ""ECHOINT_L1"", ""VELPROF_L0"", ""VELPROF_L1""]",2013-08-01 00:00:00,498,498,500,CE04OSBP-LJ01C-05-ADCPSI103,TRUE,ADCPS,ADCPSI,ADCPS,I,01,44.65,-124.9,WorkHorse LongRanger Monitor 75khz,
CTDGV,2013-10,Shore CyberPoP - Coastal Glider Dock Server,Sea surface to near seafloor or <= 1000m,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2013-10-25 00:00:00,1000,0,,CE05MOAS-GL001-05-CTDGVM999,FALSE,CTDGV,CTDGVM,CTDGV,M,01,,,GPCTD,
PARAD,2014-07,Shore CyberPoP - Coastal Mooring Server,Sea surface to 2m above bottom,TRUE,TRUE,"[""OPTPARW_L0"", ""OPTPARW_L1""]",2020-01-01 00:00:00,78,0,80,CE02SHSP-SP001-08-PARAD0999,FALSE,PARAD,PARAD0,PARAD,0,01,44.64,-124.3,,
PARAD,,,Sea surface to near seafloor or <= 1000m,TRUE,TRUE,"[""OPTPARW_L0"", ""OPTPARW_L1""]",2013-11-22 00:00:00,1000,0,,CP05MOAS-GL003-05-PARADM999,FALSE,PARAD,PARADM,PARAD,M,01,,,QSP-2155,
CTDMO,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,1500m below sea surface,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,1500,1500,5200,GA03FLMA-RI001-17-CTDMOH999,FALSE,CTDMO,CTDMOH,CTDMO,H,01,-42.5073,-42.8905,SBE 37IM,
FLORT,2014-05,Shore CyberPoP - Coastal Mooring Server,Sea surface to 2m above bottom,TRUE,TRUE,"[""CDOMFLO_L0"", ""CDOMFLO_L1"", ""CHLAFLO_L0"", ""CHLAFLO_L1"", ""FLUBSCT_L0"", ""FLUBSCT_L1""]",2020-01-01 00:00:00,23,0,25,CE01ISSP-SP001-08-FLORT0999,FALSE,FLORT,FLORT0,FLORT,0,01,44.65,-124.1,,
FLORT,,,Sea surface to near seafloor or <= 1000m,TRUE,TRUE,"[""CDOMFLO_L0"", ""CDOMFLO_L1"", ""CHLAFLO_L0"", ""CHLAFLO_L1"", ""FLUBSCT_L0"", ""FLUBSCT_L1""]",2013-11-22 00:00:00,1000,0,,CP05MOAS-GL001-02-FLORTM999,FALSE,FLORT,FLORTM,FLORT,M,01,,,ECO Puck,
OBSSP,2014,Shore CyberPoP - Regional Observatory Management System,Bottom,FALSE,FALSE,"[""SGRDVEL_L1""]",2020-01-01 00:00:00,807,807,807,RS01SUM1-LJ01B-07-OBSSPA101,TRUE,OBSSP,OBSSPA,OBSSP,A,01,44.568,-125.15,Guralp (Make/Model TBD),
CTDPF,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,~240m below sea surface to 2400m,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,2400,240,4800,GS02HYPM-WF002-04-CTDPFL999,FALSE,CTDPF,CTDPFL,CTDPF,L,01,-54.4068,-89.2796,SBE 52MP,
ADCPT,2014-08,Shore CyberPoP - Regional Observatory Management System,"Mounted at 200, uplooking",FALSE,FALSE,"[""ECHOINT_L0"", ""ECHOINT_L1"", ""VELPROF_L0"", ""VELPROF_L1"", ""WAVSTAT_L0"", ""WAVSTAT_L2""]",2020-01-01 00:00:00,200,200,2597,RS03AXVM-PC03A-10-ADCPTD302,TRUE,ADCPT,ADCPTD,ADCPT,D,01,46.06701,-129.60316,Quartermaster 150kHz,
DOSTA,,,Sea surface to near seafloor or <= 1000m,TRUE,TRUE,"[""DOCONCS_L0"", ""DOCONCS_L2""]",2013-11-22 00:00:00,1000,0,,CP05MOAS-GL004-04-DOSTAM999,FALSE,DOSTA,DOSTAM,DOSTA,M,01,,,Optode 4831,
FLORT,2013-10,Shore CyberPoP - Coastal Glider Dock Server,Sea surface to near seafloor or <= 1000m,TRUE,TRUE,"[""CDOMFLO_L0"", ""CDOMFLO_L1"", ""CHLAFLO_L0"", ""CHLAFLO_L1"", ""FLUBSCT_L0"", ""FLUBSCT_L1""]",2013-10-25 00:00:00,1000,0,,CE05MOAS-GL001-02-FLORTM999,FALSE,FLORT,FLORTM,FLORT,M,01,,,ECO Puck,
VELPT,2014-05,Shore CyberPoP - Coastal Mooring Server,1m below sea surface,TRUE,TRUE,"[""VELPTMN_L1""]",2020-01-01 00:00:00,1,1,25,CE06ISSM-SB001-01-VELPTA999,FALSE,VELPT,VELPTA,VELPT,A,01,47,-124.162,Aquadopp 300m,
DOSTA,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,~240m below sea surface to 2400m,TRUE,TRUE,"[""DOCONCS_L0"", ""DOCONCS_L2""]",2020-01-01 00:00:00,4400,240,5200,GA02HYPM-WF004-03-DOSTAL999,FALSE,DOSTA,DOSTAL,DOSTA,L,01,-42.9222,-42.5104,Optode 4330,
HYDLF,2013-08,Shore CyberPoP - Regional Observatory Management System,Bottom,FALSE,FALSE,"[""HYDAPLF_L0"", ""HYDAPLF_L1""]",2013-07-16 00:00:00,2654,2654,2654,RS03AXBS-MJ03A-05-HYDLFA301,TRUE,HYDLF,HYDLFA,HYDLF,A,01,46.10815,-129.61816,90-U,
PHSEN,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,40m below sea surface,TRUE,TRUE,"[""ABSTHRM_L0"", ""PH434SI_L0"", ""PH578SI_L0"", ""PHWATER_L1""]",2020-01-01 00:00:00,40,40,5200,GA03FLMB-RI001-02-PHSENF999,FALSE,PHSEN,PHSENF,PHSEN,F,01,-42.5073,-42.1303,SAMI-pH,
CTDGV,2013-10,Shore CyberPoP - Coastal Glider Dock Server,Sea surface to near seafloor or <= 1000m,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2013-10-25 00:00:00,1000,0,,CE05MOAS-GL003-05-CTDGVM999,FALSE,CTDGV,CTDGVM,CTDGV,M,01,,,GPCTD,
PCO2W,2014-09,Shore CyberPoP - Coastal Mooring Server,Sea surface to 2m above bottom,TRUE,TRUE,"[""CO2ABS1_L0"", ""CO2ABS2_L0"", ""CO2THRM_L0"", ""PCO2WAT_L1""]",2020-01-01 00:00:00,133,0,210,CP01CNSP-SP001-04-PCO2W0999,FALSE,PCO2W,PCO2W0,PCO2W,0,01,40.03333333,-70.79166667,,
CTDMO,2015-01,Shore CyberPoP - Global Mooring Server,350m below sea surface,TRUE,FALSE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,350,350,5200,GA01SUMO-RI003-10-CTDMOQ999,TRUE,CTDMO,CTDMOQ,CTDMO,Q,01,-42.9906,-42.5104,SBE 37IM,
DOFST,2014-08,Shore CyberPoP - Regional Observatory Management System,Near sea surface to 200,FALSE,FALSE,"[""DOCONCF_L2""]",2020-01-01 00:00:00,200,0,2906,RS01SBVM-SF01A-09-DOFSTA102,TRUE,DOFST,DOFSTA,DOFST,A,01,44.55404,-125.35235,SBE 43,
CTDMO,2013-08,Shore CyberPoP - Open Ocean Glider Dock Server,180m below sea surface,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2013-08-05 00:00:00,180,180,4250,GP03FLMA-RI001-11-CTDMOG999,FALSE,CTDMO,CTDMOG,CTDMO,G,01,50.4676,-144.5174,SBE 37IM,
VELPT,2015-01,Shore CyberPoP - Global Mooring Server,15m below sea surface,TRUE,FALSE,"[""VELPTMN_L1""]",2020-01-01 00:00:00,15,15,4800,GS01SUMO-RI002-05-VELPTA999,TRUE,VELPT,VELPTA,VELPT,A,01,-54.4704,-89.2796,Aquadopp 300m,
PARAD,2014-05,Shore CyberPoP - Coastal Mooring Server,Sea surface to 2m above bottom,TRUE,TRUE,"[""OPTPARW_L0"", ""OPTPARW_L1""]",2020-01-01 00:00:00,23,0,25,CE06ISSP-SP001-10-PARAD0999,FALSE,PARAD,PARAD0,PARAD,0,01,47,-124.162,,
ADCPS,2014-06,Shore CyberPoP - Open Ocean Glider Dock Server,"Mounted at 500m, uplooking",TRUE,TRUE,"[""ECHOINT_L0"", ""ECHOINT_L1"", ""VELPROF_L0"", ""VELPROF_L1""]",2020-01-01 00:00:00,500,500,2800,GI03FLMA-RI001-04-ADCPSL999,FALSE,ADCPS,ADCPSL,ADCPS,L,01,60.4582,-38.4407,WorkHorse LongRanger Sentinel 75khz,
CTDGV,,,Sea surface to near seafloor or <= 1000m,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2013-11-22 00:00:00,1000,0,,CP05MOAS-GL004-03-CTDGVM999,FALSE,CTDGV,CTDGVM,CTDGV,M,01,,,GPCTD,
CTDAV,,Shore CyberPoP - AUV Server,Sea surface to <= 600m,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,600,0,,CP05MOAS-AV003-03-CTDAVN999,FALSE,CTDAV,CTDAVN,CTDAV,N,01,,,,
ADCPT,2013-09,InSitu CyberPoP - Surface Mooring Platform Controller,"Bottom mount, uplooking",TRUE,FALSE,"[""ECHOINT_L0"", ""ECHOINT_L1"", ""VELPROF_L0"", ""VELPROF_L1"", ""WAVSTAT_L0"", ""WAVSTAT_L2""]",2013-11-22 00:00:00,133,133,210,CP01CNSM-MF004-01-ADCPTF999,TRUE,ADCPT,ADCPTF,ADCPT,F,01,40.03333333,-70.79166667,WorkHorse Monitor 150khz,
METBK,2014-06,Shore CyberPoP - Global Mooring Server,~3m above sea surface,TRUE,FALSE,"[""BARPRES_L0"", ""BARPRES_L1"", ""CONDSRF_L0"", ""CONDSRF_L1"", ""FRSHFLX_L2"", ""HEATFLX_L2"", ""LATNFLX_L2"", ""LONGIRR_L0"", ""LONGIRR_L1"", ""MOMMFLX_L2"", ""NETLIRR_L2"", ""NETSIRR_L2"", ""PRECIPM_L0"", ""PRECIPM_L1"", ""RAINFLX_L2"", ""RAINRTE_L2"", ""RELHUMI_L0"", ""RELHUMI_L1"", ""SALSURF_L2"", ""SENSFLX_L2"", ""SHRTIRR_L0"", ""SHRTIRR_L1"", ""SPECHUM_L2"", ""SPHUM2M_L2"", ""TEMPA2M_L2"", ""TEMPAIR_L0"", ""TEMPAIR_L1"", ""TEMPSRF_L0"", ""TEMPSRF_L1"", ""WIND10M_L2"", ""WINDAVG_L0"", ""WINDAVG_L1""]",2020-01-01 00:00:00,-3,-3,2800,GI01SUMO-SB001-01-METBKA999,TRUE,METBK,METBKA,METBK,A,01,60.6136,-38.2581,ASIMET,
ADCPT,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,"Mounted at 5m, downlooking",TRUE,FALSE,"[""ECHOINT_L0"", ""ECHOINT_L1"", ""VELPROF_L0"", ""VELPROF_L1"", ""WAVSTAT_L0"", ""WAVSTAT_L2""]",2020-01-01 00:00:00,5,5,500,CE09OSSM-RI003-01-ADCPTC999,TRUE,ADCPT,ADCPTC,ADCPT,C,01,46.91,-124.95,WorkHorse Monitor 300khz,
CTDMO,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,1000m below sea surface,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,1000,1000,5200,GA03FLMA-RI001-16-CTDMOH999,FALSE,CTDMO,CTDMOH,CTDMO,H,01,-42.5073,-42.8905,SBE 37IM,
FLORD,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,Sea Surface to 150m,TRUE,TRUE,"[""CHLAFLO_L0"", ""CHLAFLO_L1"", ""FLUBSCT_L0"", ""FLUBSCT_L1""]",2020-01-01 00:00:00,150,0,4800,GS02HYPM-SP001-01-FLORD0999,FALSE,FLORD,FLORD0,FLORD,0,01,-54.4068,-89.2796,,
VEL3D,2014-05,InSitu CyberPoP - Surface Mooring Platform Controller,2m above bottom,TRUE,FALSE,"[""VELPTTU_L0"", ""VELPTTU_L1""]",2020-01-01 00:00:00,78,78,80,CE07SHSM-MF005-05-VEL3DD999,TRUE,VEL3D,VEL3DD,VEL3D,D,01,47,-124.27,VECTOR,
CTDMO,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,130m below sea surface,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,130,130,4800,GS03FLMA-RI001-10-CTDMOG999,FALSE,CTDMO,CTDMOG,CTDMO,G,01,-54.0814,-89.6652,SBE 37IM,
CTDMO,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,500m below sea surface,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,500,500,5200,GA03FLMA-RI001-14-CTDMOG999,FALSE,CTDMO,CTDMOG,CTDMO,G,01,-42.5073,-42.8905,SBE 37IM,
CTDBP,2015-01,Shore CyberPoP - Global Mooring Server,15m below sea surface,TRUE,FALSE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,15,15,5200,GA01SUMO-RI002-02-CTDBPF999,TRUE,CTDBP,CTDBPF,CTDBP,F,01,-42.9906,-42.5104,SBE 16plusV2,
PRESF,2014-09,InSitu CyberPoP - Surface Mooring Platform Controller,2m above bottom,TRUE,FALSE,"[""SFLPRES_L1""]",2020-01-01 00:00:00,448,448,520,CP04OSSM-MF005-02-PRESFC999,TRUE,PRESF,PRESFC,PRESF,C,01,39.91666667,-70.79166667,SBE 26plus,
VEL3D,2013-08,Shore CyberPoP - Regional Observatory Management System,Bottom,FALSE,FALSE,"[""VELPTTU_L0"", ""VELPTTU_L1""]",2013-06-28 00:00:00,2909,2909,2906,RS01SLBS-MJ01A-06-VEL3DB101,TRUE,VEL3D,VEL3DB,VEL3D,B,01,44.55404,-125.35235,MAVS-4,
PCO2W,2014-05,Shore CyberPoP - Coastal Mooring Server,Sea surface to 2m above bottom,TRUE,TRUE,"[""CO2ABS1_L0"", ""CO2ABS2_L0"", ""CO2THRM_L0"", ""PCO2WAT_L1""]",2020-01-01 00:00:00,23,0,25,CE01ISSP-SP001-03-PCO2W0999,FALSE,PCO2W,PCO2W0,PCO2W,0,01,44.65,-124.1,,
CTDMO,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,1000m below sea surface,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,1000,1000,4800,GS03FLMA-RI001-16-CTDMOH999,FALSE,CTDMO,CTDMOH,CTDMO,H,01,-54.0814,-89.6652,SBE 37IM,
CTDMO,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,180m below sea surface,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,180,180,5200,GA03FLMB-RI001-11-CTDMOG999,FALSE,CTDMO,CTDMOG,CTDMO,G,01,-42.5073,-42.1303,SBE 37IM,
